pr_number,title,repository,repository_full,state,author,created_at,updated_at,closed_at,comments_count,labels,label_count,days_open,url,body_length,year_month,year,month,quarter,is_merged,is_closed,is_open
6333,feat: incorporate new data from int carrier legs estimated costs v1 into shipment carrier legs,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-13 15:11:59+00:00,2025-11-20 13:26:23+00:00,2025-11-20 13:26:22+00:00,3,vgo_finance,1,6,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6333,4072,2025-11,2025,11,Q4 2025,True,False,False
6345,hotfix: raise threshold for duplicates - UPS,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-14 07:25:11+00:00,2025-11-14 07:43:07+00:00,2025-11-14 07:43:06+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6345,4220,2025-11,2025,11,Q4 2025,True,False,False
6347,hotfix: more hotfix to raise threshold,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-14 08:21:31+00:00,2025-11-14 08:48:38+00:00,2025-11-14 08:48:36+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6347,60,2025-11,2025,11,Q4 2025,True,False,False
6370,chore: exposed asset - prep_revenue_recognition_carrier_legs,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-17 09:56:49+00:00,2025-11-17 10:45:51+00:00,2025-11-17 10:45:50+00:00,3,"vgo_finance, scheduler",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6370,4072,2025-11,2025,11,Q4 2025,True,False,False
6379,fix: include daily models in execution metrics,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,open,jeremychia,2025-11-17 16:30:21+00:00,2025-11-26 16:16:50+00:00,0001-01-01 00:00:00+00:00,3,observability,1,-739572,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6379,5230,2025-11,2025,11,Q4 2025,False,False,True
6382,chore: access level vinted for prep_revenue_recognition_carrier_legs,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-18 09:26:18+00:00,2025-11-18 09:43:22+00:00,2025-11-18 09:43:21+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6382,541,2025-11,2025,11,Q4 2025,True,False,False
6388,chore: need for tag (ptn),dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-18 10:54:02+00:00,2025-11-18 11:18:14+00:00,2025-11-18 11:18:13+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6388,89,2025-11,2025,11,Q4 2025,True,False,False
6396,chore: make grain of `mart_prep_carrier_invoices_shipment_leg_granularity` the `shipment_carrier_leg_id`,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-18 14:13:21+00:00,2025-11-19 16:37:38+00:00,2025-11-19 16:37:37+00:00,3,vgo_finance,1,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6396,6187,2025-11,2025,11,Q4 2025,True,False,False
6424,chore: clean-up custom queries (vgo-finance),dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-19 14:34:44+00:00,2025-11-19 15:36:02+00:00,2025-11-19 15:36:01+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6424,52,2025-11,2025,11,Q4 2025,True,False,False
6426,feat: retake snapshot of revenue recognition using insert into,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-19 14:52:21+00:00,2025-11-19 15:37:52+00:00,2025-11-19 15:37:51+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6426,46,2025-11,2025,11,Q4 2025,True,False,False
6433,chore: more snapshot queries,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-19 15:45:25+00:00,2025-11-19 15:55:15+00:00,2025-11-19 15:55:14+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6433,54,2025-11,2025,11,Q4 2025,True,False,False
6435,chore: minor correction,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-19 16:56:57+00:00,2025-11-19 17:00:12+00:00,2025-11-19 17:00:11+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6435,6,2025-11,2025,11,Q4 2025,True,False,False
6442,chore: snapshot mart_historic_carrier_invoices_totals & dim_carrier_contract_prices,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-20 13:10:59+00:00,2025-11-20 13:35:01+00:00,2025-11-20 13:35:00+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6442,69,2025-11,2025,11,Q4 2025,True,False,False
6451,chore: change data type to numeric,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-21 07:57:11+00:00,2025-11-21 08:17:34+00:00,2025-11-21 08:17:33+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6451,627,2025-11,2025,11,Q4 2025,True,False,False
6452,fix: downstream usage of `prep_enriched_transactions`,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-21 08:13:39+00:00,2025-11-21 08:51:50+00:00,2025-11-21 08:51:49+00:00,4,vgo_general,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6452,46,2025-11,2025,11,Q4 2025,True,False,False
6457,chore: aggregate transfers into one line,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-21 12:55:43+00:00,2025-11-21 15:41:11+00:00,2025-11-21 15:41:10+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6457,155,2025-11,2025,11,Q4 2025,True,False,False
6464,feat: amend mart agg carrier costs to include transaction count,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-21 14:58:04+00:00,2025-11-21 15:49:09+00:00,2025-11-21 15:49:08+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6464,140,2025-11,2025,11,Q4 2025,True,False,False
6511,chore: change access to int_carrier_contract_prices_v1,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-26 16:34:12+00:00,2025-11-26 17:30:11+00:00,2025-11-26 17:30:10+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6511,351,2025-11,2025,11,Q4 2025,True,False,False
6533,fix: change service type name price list to a leg level,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-11-27 20:08:40+00:00,2025-11-28 08:54:00+00:00,2025-11-28 08:53:57+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6533,2412,2025-11,2025,11,Q4 2025,True,False,False
8,feat: add amex rose metal staging,personal-finances-dbt,jeremychia/personal-finances-dbt,merged,jeremychia,2025-11-30 16:35:25+00:00,2025-11-30 16:37:19+00:00,2025-11-30 16:37:18+00:00,0,,0,0,https://github.com/jeremychia/personal-finances-dbt/pull/8,578,2025-11,2025,11,Q4 2025,True,False,False
6550,fix: adjust time periods for vgo_checkout_api_ingestion,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-01 10:20:48+00:00,2025-12-01 10:49:09+00:00,2025-12-01 10:49:08+00:00,3,"vgo_finance, scheduler",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6550,1125,2025-12,2025,12,Q4 2025,True,False,False
6555,chore: delete snapshots for 2025-12-01 (they will be retaken),dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-01 11:15:54+00:00,2025-12-01 12:12:56+00:00,2025-12-01 12:12:55+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6555,218,2025-12,2025,12,Q4 2025,True,False,False
6556,chore: retake snapshot for mart_historic_shipment_legs_customer_invoices,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-01 11:36:35+00:00,2025-12-01 12:23:47+00:00,2025-12-01 12:23:45+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6556,216,2025-12,2025,12,Q4 2025,True,False,False
6558,fix: date casting of revenue recognition date in mart vcarrier 3rd party customer billing,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-01 11:58:26+00:00,2025-12-01 12:35:14+00:00,2025-12-01 12:35:13+00:00,3,vgo_carrier,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6558,628,2025-12,2025,12,Q4 2025,True,False,False
6560,fix: timeframes in mart_vcarrier_3rd_party_customer_billing,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-01 12:56:45+00:00,2025-12-01 14:45:52+00:00,2025-12-01 14:45:51+00:00,3,vgo_carrier,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6560,169,2025-12,2025,12,Q4 2025,True,False,False
2857,chore: raise limit to M vgo_finance,terraform-dataverse,vinted/terraform-dataverse,merged,jeremychia,2025-12-01 15:13:26+00:00,2025-12-01 15:36:22+00:00,2025-12-01 15:36:21+00:00,3,,0,0,https://github.com/vinted/terraform-dataverse/pull/2857,194,2025-12,2025,12,Q4 2025,True,False,False
6567,chore: change to use current_date rather than the data interval start for tracking statuses,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-01 15:56:17+00:00,2025-12-02 10:22:30+00:00,2025-12-02 10:22:29+00:00,4,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6567,493,2025-12,2025,12,Q4 2025,True,False,False
13147,feat: add package type to shipping profit & loss analysis,dataverse-marketplace-dbt,vinted/dataverse-marketplace-dbt,merged,jeremychia,2025-12-02 15:11:11+00:00,2025-12-03 10:12:24+00:00,2025-12-03 10:12:22+00:00,4,,0,0,https://github.com/vinted/dataverse-marketplace-dbt/pull/13147,910,2025-12,2025,12,Q4 2025,True,False,False
6582,feat: add revenue recognition date 2026 method column to mart shipment legs invoice cost and revenue,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-02 16:54:29+00:00,2025-12-03 09:18:52+00:00,2025-12-03 09:18:51+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6582,770,2025-12,2025,12,Q4 2025,True,False,False
182,chore: change owner for earlybird to vytaute.pilkyte,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2025-12-03 07:48:11+00:00,2025-12-03 07:58:22+00:00,2025-12-03 07:58:20+00:00,0,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/182,184,2025-12,2025,12,Q4 2025,True,False,False
6591,feat: new tests on min and max weight from drop off options parcel,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-03 10:16:36+00:00,2025-12-03 14:05:09+00:00,2025-12-03 14:05:08+00:00,3,"vgo_general, vgo_finance",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6591,451,2025-12,2025,12,Q4 2025,True,False,False
6594,feat: introduce dim_shipping_routes,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-03 10:57:19+00:00,2025-12-03 13:45:32+00:00,2025-12-03 13:45:31+00:00,4,vgo_general,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6594,893,2025-12,2025,12,Q4 2025,True,False,False
13167,refactor: use jinja for mrt_shipping_profit_loss_by_carrier_route + unit test,dataverse-marketplace-dbt,vinted/dataverse-marketplace-dbt,merged,jeremychia,2025-12-03 11:38:06+00:00,2025-12-03 15:29:32+00:00,2025-12-03 15:29:31+00:00,6,,0,0,https://github.com/vinted/dataverse-marketplace-dbt/pull/13167,293,2025-12,2025,12,Q4 2025,True,False,False
6595,feat: introduce revenue recognition derivation method to help understand how the revenue recognition date was derived,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-03 12:59:37+00:00,2025-12-03 14:13:54+00:00,2025-12-03 14:13:53+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6595,485,2025-12,2025,12,Q4 2025,True,False,False
6601,chore: replace carrier contracts to use dim_shipping_routes,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-03 15:29:08+00:00,2025-12-04 10:16:29+00:00,2025-12-04 10:16:28+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6601,1037,2025-12,2025,12,Q4 2025,True,False,False
6602,"feat: add new fields introduced, into historic snapshots",dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-03 16:09:12+00:00,2025-12-05 08:12:39+00:00,2025-12-05 08:12:38+00:00,3,vgo_finance,1,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6602,212,2025-12,2025,12,Q4 2025,True,False,False
1175,chore: use fields from mart_shipment_legs_invoice_cost_and_revenue,dataverse-finance,vinted/dataverse-finance,merged,jeremychia,2025-12-03 16:20:34+00:00,2025-12-12 11:38:34+00:00,2025-12-12 11:38:33+00:00,3,,0,8,https://github.com/vinted/dataverse-finance/pull/1175,151,2025-12,2025,12,Q4 2025,True,False,False
6612,chore: add new category to test in chronopost,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-04 10:23:12+00:00,2025-12-04 13:14:35+00:00,2025-12-04 13:14:34+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6612,637,2025-12,2025,12,Q4 2025,True,False,False
6615,"refactor: generalise test, but also only test for not nulls if there are no values in another columns",dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-04 13:19:33+00:00,2025-12-05 08:02:54+00:00,2025-12-05 08:02:53+00:00,3,"vgo_finance, docs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6615,486,2025-12,2025,12,Q4 2025,True,False,False
6616,"feat: new valid combination ""AT|NL"" for reporting routes",dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-04 13:27:03+00:00,2025-12-05 09:38:42+00:00,2025-12-05 09:38:41+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6616,815,2025-12,2025,12,Q4 2025,True,False,False
6621,chore: only test for reporting carrier nulls in invoice rows wide categories if there is something missing,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-05 09:42:36+00:00,2025-12-05 10:17:20+00:00,2025-12-05 10:17:19+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6621,326,2025-12,2025,12,Q4 2025,True,False,False
184,feat: add check on invoice_id for completeness alerts,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2025-12-05 12:16:49+00:00,2025-12-05 13:56:17+00:00,2025-12-05 13:56:14+00:00,0,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/184,369,2025-12,2025,12,Q4 2025,True,False,False
6628,refactor: move contract prices to an upstream price list v0 model,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-05 12:56:28+00:00,2025-12-05 14:08:09+00:00,2025-12-05 14:08:08+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6628,549,2025-12,2025,12,Q4 2025,True,False,False
6629,fix: split processing logic: only do something if there are multiple currencies,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-05 15:48:53+00:00,2025-12-08 07:34:01+00:00,2025-12-08 07:34:00+00:00,3,vgo_finance,1,2,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6629,982,2025-12,2025,12,Q4 2025,True,False,False
13254,feat: add measures for count transactions and carrier legs,dataverse-marketplace-dbt,vinted/dataverse-marketplace-dbt,merged,jeremychia,2025-12-05 17:02:41+00:00,2025-12-06 10:10:20+00:00,2025-12-06 10:10:18+00:00,3,,0,0,https://github.com/vinted/dataverse-marketplace-dbt/pull/13254,225,2025-12,2025,12,Q4 2025,True,False,False
6630,fix: exclude specification modelling test,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-06 07:59:45+00:00,2025-12-06 11:03:27+00:00,2025-12-06 11:03:26+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6630,131,2025-12,2025,12,Q4 2025,True,False,False
6631,chore: exclude tests,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-07 08:24:03+00:00,2025-12-08 07:21:38+00:00,2025-12-08 07:21:36+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6631,391,2025-12,2025,12,Q4 2025,True,False,False
185,chore: change HOMERR owner to greta.skripskaite,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2025-12-08 15:35:24+00:00,2025-12-08 15:41:36+00:00,2025-12-08 15:41:33+00:00,0,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/185,271,2025-12,2025,12,Q4 2025,True,False,False
6641,"fix: if delivered is null, do not show any derivation method + refactoring",dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-08 19:34:58+00:00,2025-12-09 07:08:28+00:00,2025-12-09 07:08:27+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6641,351,2025-12,2025,12,Q4 2025,True,False,False
6657,feat: add coefficients to carrier contract prices (v1),dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-09 14:58:37+00:00,2025-12-11 09:36:02+00:00,2025-12-11 09:36:00+00:00,3,vgo_finance,1,1,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6657,1422,2025-12,2025,12,Q4 2025,True,False,False
6687,fix: cast calculated values to numeric,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-12 08:11:28+00:00,2025-12-12 08:31:26+00:00,2025-12-12 08:31:25+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6687,65,2025-12,2025,12,Q4 2025,True,False,False
186,chore: change source to the pii_int model,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2025-12-12 10:39:13+00:00,2026-03-02 12:43:49+00:00,2026-03-02 12:43:47+00:00,0,,0,80,https://github.com/vinted/dataverse-vintedgo-finance/pull/186,262,2025-12,2025,12,Q4 2025,True,False,False
6708,chore: change start-date of when price-list from admin tool becomes effective to 2025-12-01,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-15 16:56:49+00:00,2025-12-19 13:17:11+00:00,2025-12-19 13:17:10+00:00,3,vgo_finance,1,3,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6708,0,2025-12,2025,12,Q4 2025,True,False,False
187,chore: update finops_owner for HOMERR invoices,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2025-12-16 07:41:20+00:00,2025-12-16 08:36:59+00:00,2025-12-16 08:36:56+00:00,0,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/187,0,2025-12,2025,12,Q4 2025,True,False,False
6722,chore: change materialisation to table,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-17 15:00:48+00:00,2025-12-17 15:21:51+00:00,2025-12-17 15:21:50+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6722,103,2025-12,2025,12,Q4 2025,True,False,False
6745,feat: merge v0 & v1 for price lists in dim_carrier_contract_prices,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-18 20:36:38+00:00,2025-12-19 12:22:10+00:00,2025-12-19 12:22:08+00:00,3,"vgo_finance, docs",2,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6745,715,2025-12,2025,12,Q4 2025,True,False,False
6753,chore: acknowledge new route combination for vcarrier,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-19 12:49:29+00:00,2025-12-19 13:56:34+00:00,2025-12-19 13:56:33+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6753,865,2025-12,2025,12,Q4 2025,True,False,False
6754,feat: add DPD-LU to mapping,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-19 13:24:13+00:00,2025-12-19 14:28:30+00:00,2025-12-19 14:28:28+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6754,60,2025-12,2025,12,Q4 2025,True,False,False
6756,feat: introduce exclusions from admin price list seeds,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-19 15:29:26+00:00,2025-12-19 17:11:39+00:00,2025-12-19 17:11:38+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6756,224,2025-12,2025,12,Q4 2025,True,False,False
6759,"fix: for incremental load, only take from 2025-12-01 for estimated costs",dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-22 07:53:18+00:00,2025-12-22 08:32:15+00:00,2025-12-22 08:32:14+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6759,291,2025-12,2025,12,Q4 2025,True,False,False
6760,chore: add new carrier code gls dk to accepted values,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-22 08:50:23+00:00,2025-12-22 09:12:15+00:00,2025-12-22 09:12:14+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6760,666,2025-12,2025,12,Q4 2025,True,False,False
6764,chore: drop column from historic carrier contract prices,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-22 13:38:26+00:00,2025-12-22 13:56:41+00:00,2025-12-22 13:56:40+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6764,301,2025-12,2025,12,Q4 2025,True,False,False
6766,feat: 3rd party billing updates,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-22 13:52:02+00:00,2025-12-22 14:38:43+00:00,2025-12-22 14:38:42+00:00,3,vgo_carrier,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6766,386,2025-12,2025,12,Q4 2025,True,False,False
6767,chore: fix syntax issue,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-22 14:43:08+00:00,2025-12-22 14:48:24+00:00,2025-12-22 14:48:23+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6767,27,2025-12,2025,12,Q4 2025,True,False,False
6768,feat: manual override for pro-carrier US>UK / UK>US,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-22 15:08:53+00:00,2025-12-22 15:33:29+00:00,2025-12-22 15:33:28+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6768,291,2025-12,2025,12,Q4 2025,True,False,False
6772,fix: normalise keys for GLS-HU when joining keys,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-22 16:15:25+00:00,2025-12-22 16:58:33+00:00,2025-12-22 16:58:32+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6772,1766,2025-12,2025,12,Q4 2025,True,False,False
13565,fix: cast null to original data type sin fct_braze_currents_events,dataverse-marketplace-dbt,vinted/dataverse-marketplace-dbt,merged,jeremychia,2025-12-23 06:47:05+00:00,2025-12-23 07:16:13+00:00,2025-12-23 07:16:11+00:00,3,marketing,1,0,https://github.com/vinted/dataverse-marketplace-dbt/pull/13565,477,2025-12,2025,12,Q4 2025,True,False,False
2925,chore: raise runner account budget to L for vgo_finance,terraform-dataverse,vinted/terraform-dataverse,merged,jeremychia,2025-12-23 07:39:38+00:00,2025-12-23 07:49:43+00:00,2025-12-23 07:49:42+00:00,2,,0,0,https://github.com/vinted/terraform-dataverse/pull/2925,0,2025-12,2025,12,Q4 2025,True,False,False
6774,feat: additional columns for shipping report,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-23 09:00:58+00:00,2025-12-23 13:52:13+00:00,2025-12-23 13:52:13+00:00,4,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6774,1035,2025-12,2025,12,Q4 2025,True,False,False
189,chore: remove additional ) in config,dataverse-vintedgo-finance,vinted/dataverse-vintedgo-finance,merged,jeremychia,2025-12-23 09:56:34+00:00,2025-12-23 10:03:00+00:00,2025-12-23 10:02:58+00:00,0,,0,0,https://github.com/vinted/dataverse-vintedgo-finance/pull/189,158,2025-12,2025,12,Q4 2025,True,False,False
6778,feat: carrier codes in carrier contract prices,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-23 14:03:25+00:00,2025-12-23 14:21:46+00:00,2025-12-23 14:21:45+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6778,70,2025-12,2025,12,Q4 2025,True,False,False
3514,chore: updates to dim_contract_carrier_prices dashboard,dataverse-vintedgo-looker,vinted/dataverse-vintedgo-looker,merged,jeremychia,2025-12-24 08:56:07+00:00,2025-12-24 09:06:13+00:00,2025-12-24 09:06:11+00:00,0,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-looker/pull/3514,172,2025-12,2025,12,Q4 2025,True,False,False
6782,chore: remove carrier name from carrier contract prices,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-24 09:02:54+00:00,2025-12-24 09:47:21+00:00,2025-12-24 09:47:21+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6782,96,2025-12,2025,12,Q4 2025,True,False,False
147,docs: improve error message for validation issues,dataverse-lookml-generator,vinted/dataverse-lookml-generator,merged,jeremychia,2025-12-24 10:45:54+00:00,2026-01-07 08:21:19+00:00,2026-01-07 08:21:19+00:00,1,,0,13,https://github.com/vinted/dataverse-lookml-generator/pull/147,258,2025-12,2025,12,Q4 2025,True,False,False
6783,chore: use most material information for reporting information,dataverse-vintedgo-dbt,vinted/dataverse-vintedgo-dbt,merged,jeremychia,2025-12-29 09:13:39+00:00,2025-12-29 09:36:20+00:00,2025-12-29 09:36:19+00:00,3,vgo_finance,1,0,https://github.com/vinted/dataverse-vintedgo-dbt/pull/6783,240,2025-12,2025,12,Q4 2025,True,False,False
